 # of RX ,description,AMITRIPTYLINE,BUPROPION,CITALOPRAM,DESVENLAFAXINE,DOXEPIN,DULOXETINE,ESCITALOPRAM,FLUOXETINE,MIRTAZAPINE,NORTRIPTYLINE,OTHER,PAROXETINE,ROPINIROLE,SERTRALINE,TRAZODONE,VENLAFAXINE
  1 ,Age: 41-64 | Gender: Female | OTHER MALAISE AND FATIGUE (dxo:ICD9:78079) | PAROXETINE HCL,,,,,,,,,,,,0.6115702479,,,,
  1 ,Age: 41-64 | Gender: Female | OTHER MALAISE AND FATIGUE (dxo:ICD9:78079) | PSYCHIATRIC DIAGNOSTIC INTERVIEW EXAMINATION (px:CPT4:90801),,0.06060606061,,,,,,,,,,,,,,
  2 ,Age: 41-64 | Gender: Female | OTHER MALAISE AND FATIGUE (dxo:ICD9:78079) | ROUTINE GENERAL MEDICAL EXAMINATION AT HEALTH CARE FACILITY (dxo:ICD9:V700),,0.0223880597,,,,,,,,,,,,,0.009756097561,
  1 ,Age: 41-64 | Gender: Female | OTHER MALAISE AND FATIGUE (dxo:ICD9:78079) | ROUTINE GENERAL MEDICAL EXAMINATION AT HEALTH CARE FACILITY (dxo:ICD9:V700) | ROUTINE GYNECOLOGICAL EXAMINATION (dxo:ICD9:V7231),,0.02304147465,,,,,,,,,,,,,,
  5 ,Age: 41-64 | Gender: Female | OTHER MALAISE AND FATIGUE (dxo:ICD9:78079) | ROUTINE GYNECOLOGICAL EXAMINATION (dxo:ICD9:V7231),,0.02222222222,,0.660944206,,0.3873626374,0.1343283582,0.4939271255,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | OTHER MALAISE AND FATIGUE (dxo:ICD9:78079) | ROUTINE GYNECOLOGICAL EXAMINATION (dxo:ICD9:V7231) | UNSPECIFIED MYALGIA AND MYOSITIS (dxo:ICD9:7291),,,,,,0.4514285714,,,,,,,,,,
  3 ,Age: 41-64 | Gender: Female | OTHER MALAISE AND FATIGUE (dxo:ICD9:78079) | SERTRALINE HCL,,0.05696202532,,,,0.6420454545,,,,,,,,0.7425742574,,
  1 ,Age: 41-64 | Gender: Female | OTHER MALAISE AND FATIGUE (dxo:ICD9:78079) | SYMPTOMATIC MENOPAUSAL OR FEMALE CLIMACTERIC STATES (dxo:ICD9:6272),,,,,,,,,,,,,,,,0.4700854701
  1 ,Age: 41-64 | Gender: Female | OTHER MALAISE AND FATIGUE (dxo:ICD9:78079) | TRAMADOL HCL,,,,,,0.3152173913,,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | OTHER MALAISE AND FATIGUE (dxo:ICD9:78079) | UNSPECIFIED ENDOCRINE DISORDER (dxo:ICD9:2599),,0.006666666667,,,,,,,,,,,,,,
  2 ,Age: 41-64 | Gender: Female | OTHER MALAISE AND FATIGUE (dxo:ICD9:78079) | UNSPECIFIED MYALGIA AND MYOSITIS (dxo:ICD9:7291),,0.02873563218,,,,0.3953488372,,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | OTHER MALAISE AND FATIGUE (dxo:ICD9:78079) | VALACYCLOVIR HCL,,0.03043478261,,,,,,,,,,,,,,
  3 ,Age: 41-64 | Gender: Female | OTHER MALAISE AND FATIGUE (dxo:ICD9:78079) | VENLAFAXINE HCL,,0.02727272727,,,,0.6195652174,,,,,,,,,,0.6690140845
  3 ,Age: 41-64 | Gender: Female | OTHER MISCELLANEOUS PROCEDURES (px:ICD9:9999),,,0.4801980198,,,,0.09500489716,,,,,,,,,0.6048780488
  1 ,Age: 41-64 | Gender: Female | OTHER MISCELLANEOUS PROCEDURES (px:ICD9:9999) | PAROXETINE HCL,,,,,,,0.1176470588,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | OTHER MISCELLANEOUS PROCEDURES (px:ICD9:9999) | SERTRALINE HCL,,,,,,,0.1681415929,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | OTHER NONSPECIFIC ABNORMAL FINDING OF LUNG FIELD (dxo:ICD9:79319),,,0.4722222222,,,,,,,,,,,,,
  2 ,Age: 41-64 | Gender: Female | OTHER PROBLEMS RELATED TO LIFESTYLE (dxo:ICD9:V698),,0.02127659574,0.4884910486,,,,,,,,,,,,,
  3 ,Age: 41-64 | Gender: Female | OTHER SCREENING MAMMOGRAM (dxo:ICD9:V7612),0.005356639414,,0.5036194416,,,,,,,,,,,0.5652985075,,
  1 ,Age: 41-64 | Gender: Female | OTHER SCREENING MAMMOGRAM (dxo:ICD9:V7612) | PROPOXYPHENE NAP/ACETAMINOPHEN,0.007042253521,,,,,,,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | OTHER SCREENING MAMMOGRAM (dxo:ICD9:V7612) | ROUTINE GENERAL MEDICAL EXAMINATION AT HEALTH CARE FACILITY (dxo:ICD9:V700),,,,,,,,,,,,,,0.5112359551,,
  1 ,Age: 41-64 | Gender: Female | OTHER SCREENING MAMMOGRAM (dxo:ICD9:V7612) | ROUTINE GYNECOLOGICAL EXAMINATION (dxo:ICD9:V7231),0.007291286912,,,,,,,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | OTHER SCREENING MAMMOGRAM (dxo:ICD9:V7612) | ROUTINE GYNECOLOGICAL EXAMINATION (dxo:ICD9:V7231) | SUMATRIPTAN SUCCINATE,0.009090909091,,,,,,,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | OTHER SCREENING MAMMOGRAM (dxo:ICD9:V7612) | ROUTINE GYNECOLOGICAL EXAMINATION (dxo:ICD9:V7231) | UNSPECIFIED MYALGIA AND MYOSITIS (dxo:ICD9:7291),0.004237288136,,,,,,,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | OTHER SCREENING MAMMOGRAM (dxo:ICD9:V7612) | ROUTINE GYNECOLOGICAL EXAMINATION (dxo:ICD9:V7231) | UNSPECIFIED SYMPTOM ASSOCIATED WITH FEMALE GENITAL ORGANS (dxo:ICD9:6259),0.02068965517,,,,,,,,,,,,,,,
  2 ,Age: 41-64 | Gender: Female | OTHER SCREENING MAMMOGRAM (dxo:ICD9:V7612) | SCREENING FOR MALIGNANT NEOPLASM OF THE CERVIX (dxo:ICD9:V762),,,0.5672727273,,,,,,,,,,,0.5375,,
  1 ,Age: 41-64 | Gender: Female | OTHER SCREENING MAMMOGRAM (dxo:ICD9:V7612) | SCREENING FOR MALIGNANT NEOPLASM OF THE CERVIX (dxo:ICD9:V762) | SERTRALINE HCL,,,,,,,,,,,,,,0.7379310345,,
  1 ,Age: 41-64 | Gender: Female | OTHER SCREENING MAMMOGRAM (dxo:ICD9:V7612) | SERTRALINE HCL,,,,,,,,,,,,,,0.7347893916,,
  1 ,Age: 41-64 | Gender: Female | OTHER SCREENING MAMMOGRAM (dxo:ICD9:V7612) | SUMATRIPTAN SUCCINATE,0,,,,,,,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | OTHER SCREENING MAMMOGRAM (dxo:ICD9:V7612) | SYMPTOMATIC MENOPAUSAL OR FEMALE CLIMACTERIC STATES (dxo:ICD9:6272),,,,,,,,,,,,,,0.5454545455,,
  1 ,Age: 41-64 | Gender: Female | OTHER SCREENING MAMMOGRAM (dxo:ICD9:V7612) | UNSPECIFIED MYALGIA AND MYOSITIS (dxo:ICD9:7291),0.002949852507,,,,,,,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | OTHER SCREENING MAMMOGRAM (dxo:ICD9:V7612) | UNSPECIFIED SYMPTOM ASSOCIATED WITH FEMALE GENITAL ORGANS (dxo:ICD9:6259),0.005952380952,,,,,,,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | OTHER SCREENING MAMMOGRAM (dxo:ICD9:V7612) | UNSPECIFIED VITAMIN D DEFICIENCY (dxo:ICD9:2689),,,,,,,,,,,,,,0.5727272727,,
  1 ,"Age: 41-64 | Gender: Female | OTHER SCREENING MAMMOGRAM (dxo:ICD9:V7612) | URINARY TRACT INFECTION, SITE NOT SPECIFIED (dxo:ICD9:5990)",,,,,,,,,,,,,,0.5824175824,,
  1 ,Age: 41-64 | Gender: Female | OTHER SEBORRHEIC KERATOSIS (dxo:ICD9:70219),,,0.4696969697,,,,,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | OTHER SPECIFIED CARDIAC DYSRHYTHMIAS (dxo:ICD9:42789),,,,,,,,,,,,,,,,0.4147727273
  1 ,Age: 41-64 | Gender: Female | OTHER SPECIFIED COUNSELING (dxo:ICD9:V6549),,,,,,0.3278688525,,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | OTHER SPECIFIED DISEASE OF SEBACEOUS GLANDS (dxo:ICD9:7068),,,,,,,,0.4166666667,,,,,,,,
  3 ,Age: 41-64 | Gender: Female | OTHER SPECIFIED NONINFLAMMATORY DISORDER OF VAGINA (dxo:ICD9:6238),,,0.45,,,0.2283464567,,,,,,,,,,0.3101265823
  1 ,Age: 41-64 | Gender: Female | OTHER SPECIFIED PRE-OPERATIVE EXAMINATION (dxo:ICD9:V7283),,,0.5109170306,,,,,,,,,,,,,
  2 ,Age: 41-64 | Gender: Female | OVERWEIGHT (dxo:ICD9:27802),,0.04680851064,,,,,,,,,,,,0.4136125654,,
  1 ,Age: 41-64 | Gender: Female | OVERWEIGHT (dxo:ICD9:27802) | SERTRALINE HCL,,,,,,,,,,,,,,0.696,,
  4 ,Age: 41-64 | Gender: Female | OXYBUTYNIN CHLORIDE,,,,,,,0.1634980989,0.5810810811,,,0.2961373391,,,0.6044776119,,
  2 ,Age: 41-64 | Gender: Female | OXYBUTYNIN CHLORIDE | SERTRALINE HCL,,,,,,,,,,,0.5753424658,,,0.78,,
  1 ,Age: 41-64 | Gender: Female | OXYBUTYNIN CHLORIDE | VENLAFAXINE HCL,,,,,,,,,,,0.4736842105,,,,,
  4 ,Age: 41-64 | Gender: Female | OXYCODONE HCL,0.01710526316,,,,,,0.1648106904,,,,,0.391025641,,,0.0119047619,
  3 ,Age: 41-64 | Gender: Female | OXYCODONE HCL/ACETAMINOPHEN,,0.02325581395,,,,,0.152173913,,,,,,,,0.003623188406,
  2 ,"Age: 41-64 | Gender: Female | PAIN IN JOINT, MULTIPLE SITES (dxo:ICD9:71949)",,,,,,0.3655006031,,,,,,,,0.5,,
  1 ,"Age: 41-64 | Gender: Female | PAIN IN JOINT, MULTIPLE SITES (dxo:ICD9:71949) | PREGABALIN | UNSPECIFIED MYALGIA AND MYOSITIS (dxo:ICD9:7291)",,,,,,0.4920634921,,,,,,,,,,
  1 ,"Age: 41-64 | Gender: Female | PAIN IN JOINT, MULTIPLE SITES (dxo:ICD9:71949) | TRAMADOL HCL",,,,,,0.3611111111,,,,,,,,,,
  1 ,"Age: 41-64 | Gender: Female | PAIN IN JOINT, MULTIPLE SITES (dxo:ICD9:71949) | TRAMADOL HCL | UNSPECIFIED MYALGIA AND MYOSITIS (dxo:ICD9:7291)",,,,,,0.3495145631,,,,,,,,,,
  1 ,"Age: 41-64 | Gender: Female | PAIN IN JOINT, MULTIPLE SITES (dxo:ICD9:71949) | UNSPECIFIED MYALGIA AND MYOSITIS (dxo:ICD9:7291)",,,,,,0.387755102,,,,,,,,,,
  1 ,"Age: 41-64 | Gender: Female | PAIN IN JOINT, SHOULDER REGION (dxo:ICD9:71941)",,,,,,,,,,,,,,,0.0223880597,
  1 ,"Age: 41-64 | Gender: Female | PAIN IN JOINT, SITE UNSPECIFIED (dxo:ICD9:71940)",,,,,,0.3908629442,,,,,,,,,,
  1 ,"Age: 41-64 | Gender: Female | PAIN IN JOINT, SITE UNSPECIFIED (dxo:ICD9:71940) | UNSPECIFIED MYALGIA AND MYOSITIS (dxo:ICD9:7291)",,,,,,0.4178082192,,,,,,,,,,
  6 ,Age: 41-64 | Gender: Female | PAIN IN SOFT TISSUES OF LIMB (dxo:ICD9:7295),,,0.4954954955,,,,0.1545454545,0.536,,0.05357142857,,0.5,,,,0.4412955466
  1 ,Age: 41-64 | Gender: Female | PAIN IN SOFT TISSUES OF LIMB (dxo:ICD9:7295) | VENLAFAXINE HCL,,,,,,,,,,,,,,,,0.7047619048
  7 ,Age: 41-64 | Gender: Female | PALPITATIONS (dxo:ICD9:7851),,,0.4491887276,,,0.3393213573,0.1282161235,0.4383763838,,,0.1824104235,0.3779904306,,0.5108153078,,
  2 ,Age: 41-64 | Gender: Female | PALPITATIONS (dxo:ICD9:7851) | PAROXETINE HCL,,,,,,,,,,,0.4015748031,0.5916955017,,,,
  1 ,Age: 41-64 | Gender: Female | PALPITATIONS (dxo:ICD9:7851) | PAROXETINE HCL | ROUTINE GYNECOLOGICAL EXAMINATION (dxo:ICD9:V7231),,,,,,,,,,,,0.6698113208,,,,
  3 ,Age: 41-64 | Gender: Female | PALPITATIONS (dxo:ICD9:7851) | ROUTINE GYNECOLOGICAL EXAMINATION (dxo:ICD9:V7231),,,,,,0.3043478261,0.1265306122,,,,,0.338028169,,,,
  2 ,Age: 41-64 | Gender: Female | PALPITATIONS (dxo:ICD9:7851) | SERTRALINE HCL,,,,,,,,,,,0.3621399177,,,0.7546296296,,
  1 ,Age: 41-64 | Gender: Female | PALPITATIONS (dxo:ICD9:7851) | TRAZODONE HCL,,,,,,,,,,,0.373015873,,,,,
  1 ,Age: 41-64 | Gender: Female | PALPITATIONS (dxo:ICD9:7851) | UNSPECIFIED MYALGIA AND MYOSITIS (dxo:ICD9:7291),,,,,,0.3090909091,,,,,,,,,,
  1 ,Age: 41-64 | Gender: Female | PALPITATIONS (dxo:ICD9:7851) | VENLAFAXINE HCL,,,,,,,,,,,0.3025641026,,,,,
  5 ,Age: 41-64 | Gender: Female | PANIC DISORDER WITHOUT AGORAPHOBIA (dxo:ICD9:30001),,0.04488330341,0.4146341463,,,,,0.5048543689,,,,0.399339934,,0.5093167702,,
  1 ,Age: 41-64 | Gender: Female | PANIC DISORDER WITHOUT AGORAPHOBIA (dxo:ICD9:30001) | PAROXETINE HCL,,,,,,,,,,,,0.6774193548,,,,
  1 ,Age: 41-64 | Gender: Female | PANIC DISORDER WITHOUT AGORAPHOBIA (dxo:ICD9:30001) | ROUTINE GYNECOLOGICAL EXAMINATION (dxo:ICD9:V7231),,,,,,,,,,,,0.3703703704,,,,
  1 ,Age: 41-64 | Gender: Female | PANIC DISORDER WITHOUT AGORAPHOBIA (dxo:ICD9:30001) | SERTRALINE HCL,,,,,,,,,,,,,,0.6978723404,,
  3 ,Age: 41-64 | Gender: Female | PANTOPRAZOLE SODIUM,,,0.5217391304,,,,,0.5477386935,,,0.1779661017,,,,,
  2 ,Age: 41-64 | Gender: Female | PARALYSIS AGITANS (dxo:ICD9:3320),,,,,,,,,,,0.480620155,,0.4210526316,,,
  1 ,Age: 41-64 | Gender: Female | PARALYSIS AGITANS (dxo:ICD9:3320) | PRAMIPEXOLE DI-HCL,,,,,,,,,,,0.5643564356,,,,,
  1 ,Age: 41-64 | Gender: Female | PARALYSIS AGITANS (dxo:ICD9:3320) | ROPINIROLE HCL,,,,,,,,,,,0.514084507,,,,,
  16 ,Age: 41-64 | Gender: Female | PAROXETINE HCL,0.01709943002,0.0321903429,0.5309597523,0.6272040302,0.1206225681,0.4292168675,0.1902205177,0.4875981162,0.1519274376,0.05133470226,0.2976068875,0.5336564419,0.1516393443,0.5120879121,0.02734012975,0.6102731349
  6 ,"Age: 41-64 | Gender: Female | PAROXETINE HCL | PHARMACOLOGIC MANAGEMENT, INCLUDING PRESCRIPTION, USE, AND REVIEW OF MEDICATION WITH NO MORE THAN MINIMAL MEDICAL PSYCHOTHERAPY (px:CPT4:90862)",,,0.2470588235,,,0.2016806723,,0.2523364486,,,0.0895140665,0.328081557,,0.1984732824,,
  2 ,"Age: 41-64 | Gender: Female | PAROXETINE HCL | PHARMACOLOGIC MANAGEMENT, INCLUDING PRESCRIPTION, USE, AND REVIEW OF MEDICATION WITH NO MORE THAN MINIMAL MEDICAL PSYCHOTHERAPY (px:CPT4:90862) | PSYCHIATRIC DIAGNOSTIC INTERVIEW EXAMINATION (px:CPT4:90801)",,,,,,,,,,,0.07346938776,0.2796610169,,,,
  1 ,"Age: 41-64 | Gender: Female | PAROXETINE HCL | PHARMACOLOGIC MANAGEMENT, INCLUDING PRESCRIPTION, USE, AND REVIEW OF MEDICATION WITH NO MORE THAN MINIMAL MEDICAL PSYCHOTHERAPY (px:CPT4:90862) | PSYCHIATRIC DIAGNOSTIC INTERVIEW EXAMINATION (px:CPT4:90801) | TRAZODONE HCL",,,,,,,,,,,0.145631068,,,,,
  2 ,"Age: 41-64 | Gender: Female | PAROXETINE HCL | PHARMACOLOGIC MANAGEMENT, INCLUDING PRESCRIPTION, USE, AND REVIEW OF MEDICATION WITH NO MORE THAN MINIMAL MEDICAL PSYCHOTHERAPY (px:CPT4:90862) | TRAZODONE HCL",,,,,,,,,,,0.1614583333,0.2929061785,,,,
  1 ,"Age: 41-64 | Gender: Female | PAROXETINE HCL | PHARMACOLOGIC MANAGEMENT, INCLUDING PRESCRIPTION, USE, AND REVIEW OF MEDICATION WITH NO MORE THAN MINIMAL MEDICAL PSYCHOTHERAPY (px:CPT4:90862) | TRAZODONE HCL | VENLAFAXINE HCL",,,,,,,,,,,0.1102362205,,,,,
  1 ,"Age: 41-64 | Gender: Female | PAROXETINE HCL | PHARMACOLOGIC MANAGEMENT, INCLUDING PRESCRIPTION, USE, AND REVIEW OF MEDICATION WITH NO MORE THAN MINIMAL MEDICAL PSYCHOTHERAPY (px:CPT4:90862) | VENLAFAXINE HCL",,,,,,,,,,,0.1343283582,,,,,
  2 ,Age: 41-64 | Gender: Female | PAROXETINE HCL | PRAMIPEXOLE DI-HCL,,,,,,,,,,,0.525,0.5096525097,,,,
  1 ,Age: 41-64 | Gender: Female | PAROXETINE HCL | PRAMIPEXOLE DI-HCL | RESTLESS LEGS SYNDROME [RLS] (dxo:ICD9:33394),,,,,,,,,,,0.5734265734,,,,,
  1 ,Age: 41-64 | Gender: Female | PAROXETINE HCL | PRAVASTATIN SODIUM,,,,,,,,,,,,0.6875,,,,
  1 ,Age: 41-64 | Gender: Female | PAROXETINE HCL | PREMENSTRUAL TENSION SYNDROMES (dxo:ICD9:6254),,,,,,,,,,,,0.6140350877,,,,
  1 ,Age: 41-64 | Gender: Female | PAROXETINE HCL | PROPOXYPHENE NAP/ACETAMINOPHEN,,,,,,,,,,,0.347826087,,,,,
  3 ,Age: 41-64 | Gender: Female | PAROXETINE HCL | PSYCHIATRIC DIAGNOSTIC INTERVIEW EXAMINATION (px:CPT4:90801),,,,,,,0.1923076923,,,,0.1530612245,0.5226586103,,,,
  1 ,Age: 41-64 | Gender: Female | PAROXETINE HCL | PSYCHIATRIC DIAGNOSTIC INTERVIEW EXAMINATION (px:CPT4:90801) | TRAZODONE HCL,,,,,,,,,,,0.3121693122,,,,,
  2 ,"Age: 41-64 | Gender: Female | PAROXETINE HCL | PSYCHOTHERAPY, 45 MINUTES WITH PATIENT (px:CPT4:90834)",,,,,,,,,,,0.1201413428,0.3097345133,,,,
  2 ,"Age: 41-64 | Gender: Female | PAROXETINE HCL | PSYCHOTHERAPY, 45 MINUTES WITH PATIENT (px:CPT4:90834) | TRAZODONE HCL",,,,,,,,,,,0.25625,0.2941176471,,,,
  1 ,Age: 41-64 | Gender: Female | PAROXETINE HCL | RESTLESS LEGS SYNDROME [RLS] (dxo:ICD9:33394),,,,,,,,,,,0.4594594595,,,,,
  2 ,Age: 41-64 | Gender: Female | PAROXETINE HCL | RESTLESS LEGS SYNDROME [RLS] (dxo:ICD9:33394) | ROPINIROLE HCL,,,,,,,,,,,0.5517241379,,0.3933333333,,,
  2 ,Age: 41-64 | Gender: Female | PAROXETINE HCL | RISPERIDONE,,,,,,,,,,,0.1304347826,0.158974359,,,,
  2 ,Age: 41-64 | Gender: Female | PAROXETINE HCL | RISPERIDONE | TRAZODONE HCL,,,,,,,,,,,0.1367521368,0.1553398058,,,,
  1 ,Age: 41-64 | Gender: Female | PAROXETINE HCL | ROFECOXIB,,,,,,,,,,,,0.6723163842,,,,
  3 ,Age: 41-64 | Gender: Female | PAROXETINE HCL | ROPINIROLE HCL,,,,,,,,,,,0.5275974026,0.529318542,0.3853904282,,,
  1 ,Age: 41-64 | Gender: Female | PAROXETINE HCL | ROPINIROLE HCL | TRAZODONE HCL,,,,,,,,,,,0.4480519481,,,,,
  1 ,Age: 41-64 | Gender: Female | PAROXETINE HCL | ROUTINE GENERAL MEDICAL EXAMINATION AT HEALTH CARE FACILITY (dxo:ICD9:V700),,,,,,,,,,,,0.625,,,,
  1 ,Age: 41-64 | Gender: Female | PAROXETINE HCL | ROUTINE GENERAL MEDICAL EXAMINATION AT HEALTH CARE FACILITY (dxo:ICD9:V700) | ROUTINE GYNECOLOGICAL EXAMINATION (dxo:ICD9:V7231),,,,,,,,,,,,0.6466666667,,,,
  3 ,Age: 41-64 | Gender: Female | PAROXETINE HCL | ROUTINE GYNECOLOGICAL EXAMINATION (dxo:ICD9:V7231),,,,,,,0.2298136646,,,,0.3435582822,0.6251129178,,,,
  1 ,"Age: 41-64 | Gender: Female | PAROXETINE HCL | ROUTINE GYNECOLOGICAL EXAMINATION (dxo:ICD9:V7231) | SPECIAL SCREENING EXAMINATION, HUMAN PAPILLOMAVIRUS [HPV] (dxo:ICD9:V7381)",,,,,,,,,,,,0.5857142857,,,,
  1 ,Age: 41-64 | Gender: Female | PAROXETINE HCL | ROUTINE GYNECOLOGICAL EXAMINATION (dxo:ICD9:V7231) | SYMPTOMATIC MENOPAUSAL OR FEMALE CLIMACTERIC STATES (dxo:ICD9:6272),,,,,,,,,,,,0.7033898305,,,,
  1 ,Age: 41-64 | Gender: Female | PAROXETINE HCL | ROUTINE GYNECOLOGICAL EXAMINATION (dxo:ICD9:V7231) | TRAZODONE HCL,,,,,,,,,,,,0.5410958904,,,,
  1 ,Age: 41-64 | Gender: Female | PAROXETINE HCL | SCREENING MAMMOGRAM FOR HIGH-RISK PATIENT (dxo:ICD9:V7611),,,,,,,,,,,,0.6525423729,,,,
  11 ,Age: 41-64 | Gender: Female | PAROXETINE HCL | SERTRALINE HCL,0.008403361345,0.03353658537,0.487804878,,,0.3577235772,0.1921824104,0.4166666667,,,0.3207317073,0.4958133971,,0.539346247,0.01851851852,0.6141732283
  4 ,Age: 41-64 | Gender: Female | PAROXETINE HCL | SERTRALINE HCL | TRAZODONE HCL,,,,,,,,,,,0.323782235,0.4171428571,,0.375,0.01714285714,
  2 ,Age: 41-64 | Gender: Female | PAROXETINE HCL | SIMVASTATIN,,,,,,,,,,,0.4236111111,0.6954022989,,,,
  2 ,Age: 41-64 | Gender: Female | PAROXETINE HCL | SUMATRIPTAN SUCCINATE,,,,,,,,,,,0.4360465116,0.6140350877,,,,
  2 ,Age: 41-64 | Gender: Female | PAROXETINE HCL | SYMPTOMATIC MENOPAUSAL OR FEMALE CLIMACTERIC STATES (dxo:ICD9:6272),,,,,,,,,,,,0.6198830409,,,,0.6340206186
  2 ,Age: 41-64 | Gender: Female | PAROXETINE HCL | TOPIRAMATE,,,,,,,,,,,0.2777777778,0.7175572519,,,,
  10 ,Age: 41-64 | Gender: Female | PAROXETINE HCL | TRAZODONE HCL,,0.03550295858,0.3743589744,,,0.2984293194,0.1729957806,0.3225806452,,,0.4250559284,0.4769515478,,0.3613861386,0.02382954864,0.419047619
  3 ,Age: 41-64 | Gender: Female | PAROXETINE HCL | TRAZODONE HCL | VENLAFAXINE HCL,,,,,,,,,,,0.3496503497,0.3888888889,,,0.01960784314,
  2 ,Age: 41-64 | Gender: Female | PAROXETINE HCL | UNSPECIFIED MYALGIA AND MYOSITIS (dxo:ICD9:7291),,,,,,0.592920354,,,,,,0.6025104603,,,,
  1 ,Age: 41-64 | Gender: Female | PAROXETINE HCL | VALACYCLOVIR HCL,,,,,,,,,,,,0.6158940397,,,,
  9 ,Age: 41-64 | Gender: Female | PAROXETINE HCL | VENLAFAXINE HCL,,0.05109489051,0.4921465969,,,,0.2012987013,0.4642857143,,,0.3180300501,0.5525902669,,0.4776119403,0.01785714286,0.6754098361
  1 ,"Age: 41-64 | Gender: Female | PEN NEEDLE, DIABETIC",,,0.4601226994,,,,,,,,,,,,,
  4 ,Age: 41-64 | Gender: Female | PERSISTENT DISORDER OF INITIATING OR MAINTAINING SLEEP (dxo:ICD9:30742),,,0.4024390244,,0.1081081081,,,,,,,,,0.487012987,0.01489361702,
  1 ,Age: 41-64 | Gender: Female | PERSISTENT DISORDER OF INITIATING OR MAINTAINING SLEEP (dxo:ICD9:30742) | SERTRALINE HCL,,,,,,,,,,,,,,0.7124183007,,
  1 ,Age: 41-64 | Gender: Female | PERSISTENT DISORDER OF INITIATING OR MAINTAINING SLEEP (dxo:ICD9:30742) | TRAZODONE HCL,,,,,,,,,,,,,,,0.02013422819,
  13 ,"Age: 41-64 | Gender: Female | PHARMACOLOGIC MANAGEMENT, INCLUDING PRESCRIPTION, USE, AND REVIEW OF MEDICATION WITH NO MORE THAN MINIMAL MEDICAL PSYCHOTHERAPY (px:CPT4:90862)",0.04675324675,0.04542372881,0.2025658339,0.1659751037,,0.1797124601,0.1392694064,0.2037617555,0.1727272727,,0.1273148148,0.1971608833,,0.2015050167,0.03590192644,0.2006021829
  10 ,"Age: 41-64 | Gender: Female | PHARMACOLOGIC MANAGEMENT, INCLUDING PRESCRIPTION, USE, AND REVIEW OF MEDICATION WITH NO MORE THAN MINIMAL MEDICAL PSYCHOTHERAPY (px:CPT4:90862) | PSYCHIATRIC DIAGNOSTIC INTERVIEW EXAMINATION (px:CPT4:90801)",,0.04294478528,0.1124260355,0.1246290801,,0.1390728477,0.08108108108,0.1812080537,,,0.08947368421,0.12,,0.1673306773,,0.140625
  2 ,"Age: 41-64 | Gender: Female | PHARMACOLOGIC MANAGEMENT, INCLUDING PRESCRIPTION, USE, AND REVIEW OF MEDICATION WITH NO MORE THAN MINIMAL MEDICAL PSYCHOTHERAPY (px:CPT4:90862) | PSYCHIATRIC DIAGNOSTIC INTERVIEW EXAMINATION (px:CPT4:90801) | SERTRALINE HCL",,,,,,,,,,,0.09409190372,,,0.2990196078,,
  2 ,"Age: 41-64 | Gender: Female | PHARMACOLOGIC MANAGEMENT, INCLUDING PRESCRIPTION, USE, AND REVIEW OF MEDICATION WITH NO MORE THAN MINIMAL MEDICAL PSYCHOTHERAPY (px:CPT4:90862) | PSYCHIATRIC DIAGNOSTIC INTERVIEW EXAMINATION (px:CPT4:90801) | SERTRALINE HCL | TRAZODONE HCL",,,,,,,,,,,0.1421568627,,,0.304,,
  1 ,"Age: 41-64 | Gender: Female | PHARMACOLOGIC MANAGEMENT, INCLUDING PRESCRIPTION, USE, AND REVIEW OF MEDICATION WITH NO MORE THAN MINIMAL MEDICAL PSYCHOTHERAPY (px:CPT4:90862) | PSYCHIATRIC DIAGNOSTIC INTERVIEW EXAMINATION (px:CPT4:90801) | TRAZODONE HCL",,,,,,,,,,,0.06637168142,,,,,
  2 ,"Age: 41-64 | Gender: Female | PHARMACOLOGIC MANAGEMENT, INCLUDING PRESCRIPTION, USE, AND REVIEW OF MEDICATION WITH NO MORE THAN MINIMAL MEDICAL PSYCHOTHERAPY (px:CPT4:90862) | PSYCHIATRIC DIAGNOSTIC INTERVIEW EXAMINATION (px:CPT4:90801) | TRAZODONE HCL | VENLAFAXINE HCL",,,,,,,,,,,0.1292134831,,,,,0.1941747573
  2 ,"Age: 41-64 | Gender: Female | PHARMACOLOGIC MANAGEMENT, INCLUDING PRESCRIPTION, USE, AND REVIEW OF MEDICATION WITH NO MORE THAN MINIMAL MEDICAL PSYCHOTHERAPY (px:CPT4:90862) | PSYCHIATRIC DIAGNOSTIC INTERVIEW EXAMINATION (px:CPT4:90801) | VENLAFAXINE HCL",,,,,,,,,,,0.07425742574,,,,,0.3037974684
